,date,store,item,sales,ARIMA
6589,2017-11-27,2,22,101,127.83652335910818
6590,2017-11-28,2,22,97,146.3755020269821
6591,2017-11-29,2,22,111,151.23441770788844
6592,2017-11-30,2,22,119,132.75988200647328
6593,2017-12-01,2,22,97,134.76033141239483
6594,2017-12-02,2,22,104,152.61953518710573
6595,2017-12-03,2,22,102,143.20161718010303
6596,2017-12-04,2,22,76,128.54862744201762
6597,2017-12-05,2,22,81,145.8258561119908
6598,2017-12-06,2,22,78,151.17478414848637
6599,2017-12-07,2,22,93,133.03315671812936
6600,2017-12-08,2,22,89,134.84656945262375
6601,2017-12-09,2,22,107,152.32387732355278
6602,2017-12-10,2,22,117,143.09384075581707
6603,2017-12-11,2,22,70,129.1360175072525
6604,2017-12-12,2,22,78,145.38992257209603
6605,2017-12-13,2,22,82,151.04829429531554
6606,2017-12-14,2,22,78,133.32491477783222
6607,2017-12-15,2,22,96,134.9424986463699
6608,2017-12-16,2,22,111,151.99780589471357
6609,2017-12-17,2,22,121,143.04594066340803
6610,2017-12-18,2,22,70,129.63898004692155
6611,2017-12-19,2,22,74,145.0318364553867
6612,2017-12-20,2,22,71,150.87955492680038
6613,2017-12-21,2,22,83,133.62512904744537
6614,2017-12-22,2,22,74,135.0439689876163
6615,2017-12-23,2,22,101,151.65697000979068
6616,2017-12-24,2,22,115,143.03456476910844
6617,2017-12-25,2,22,60,130.083749142739
6618,2017-12-26,2,22,66,144.7280195220761
6619,2017-12-27,2,22,80,150.6847807963941
6620,2017-12-28,2,22,81,133.92713422723654
6621,2017-12-29,2,22,90,135.14852837646671
6622,2017-12-30,2,22,104,151.311179124811
6623,2017-12-31,2,22,129,143.04477619424557
6624,2017-10-01,2,23,42,39.40920351877534
6625,2017-10-02,2,23,34,35.91353323880623
6626,2017-10-03,2,23,36,46.116994605189234
6627,2017-10-04,2,23,52,38.94439627831399
6628,2017-10-05,2,23,41,42.20975385988609
6629,2017-10-06,2,23,43,33.40417907268312
6630,2017-10-07,2,23,52,42.84588453176117
6631,2017-10-08,2,23,46,40.2819274779253
6632,2017-10-09,2,23,33,36.693273722233826
6633,2017-10-10,2,23,37,40.50855309183318
6634,2017-10-11,2,23,36,40.86982876678104
6635,2017-10-12,2,23,45,39.83042445981937
6636,2017-10-13,2,23,50,36.17905247023425
6637,2017-10-14,2,23,47,42.15294265126032
6638,2017-10-15,2,23,55,40.381552680104186
6639,2017-10-16,2,23,36,37.17221674176062
6640,2017-10-17,2,23,40,39.52796718452448
6641,2017-10-18,2,23,43,41.59898393506051
6642,2017-10-19,2,23,32,39.01179464237318
6643,2017-10-20,2,23,46,37.13097593276614
6644,2017-10-21,2,23,53,41.56030175063954
6645,2017-10-22,2,23,39,40.48585320536026
6646,2017-10-23,2,23,34,37.361631811062374
6647,2017-10-24,2,23,31,39.35228814341097
6648,2017-10-25,2,23,39,41.68231326300199
6649,2017-10-26,2,23,37,38.787893050689796
6650,2017-10-27,2,23,36,37.549324400112404
6651,2017-10-28,2,23,56,41.23490155173961
6652,2017-10-29,2,23,59,40.5070842505288
6653,2017-10-30,2,23,40,37.492988989469076
6654,2017-10-31,2,23,37,39.34274459823495
6655,2017-11-01,2,23,37,41.57531465475502
6656,2017-11-02,2,23,48,38.76358056520166
6657,2017-11-03,2,23,48,37.777682557552296
6658,2017-11-04,2,23,49,41.040717900866966
6659,2017-11-05,2,23,59,40.47191839108761
6660,2017-11-06,2,23,27,37.623787508188656
6661,2017-11-07,2,23,40,39.3613324731529
6662,2017-11-08,2,23,33,41.42778905231657
6663,2017-11-09,2,23,38,38.79766113661184
6664,2017-11-10,2,23,60,37.93516472511188
6665,2017-11-11,2,23,57,40.90308815177391
6666,2017-11-12,2,23,60,40.412807943995105
6667,2017-11-13,2,23,33,37.75627650201879
6668,2017-11-14,2,23,43,39.37977239986828
6669,2017-11-15,2,23,42,41.280837705362366
6670,2017-11-16,2,23,59,38.84508489700222
6671,2017-11-17,2,23,48,38.063580608840866
6672,2017-11-18,2,23,50,40.790783912538004
6673,2017-11-19,2,23,50,40.34733690759143
6674,2017-11-20,2,23,33,37.88514137697629
6675,2017-11-21,2,23,32,39.3945523343738
6676,2017-11-22,2,23,40,41.14366608473675
6677,2017-11-23,2,23,45,38.89291387557209
6678,2017-11-24,2,23,60,38.177105352484716
6679,2017-11-25,2,23,50,40.69188168870299
6680,2017-11-26,2,23,66,40.28293114718068
6681,2017-11-27,2,23,37,38.007043136028756
6682,2017-11-28,2,23,47,39.406544593951054
6683,2017-11-29,2,23,32,41.0172511604459
6684,2017-11-30,2,23,40,38.937976476493866
6685,2017-12-01,2,23,27,38.28052873161005
6686,2017-12-02,2,23,45,40.60194344775309
6687,2017-12-03,2,23,38,40.222200921020104
6688,2017-12-04,2,23,20,38.12076880059433
6689,2017-12-05,2,23,33,39.41673263292611
6690,2017-12-06,2,23,19,40.90085376001031
6691,2017-12-07,2,23,35,38.979784393064726
6692,2017-12-08,2,23,35,38.37564577179214
6693,2017-12-09,2,23,32,40.51920539226654
6694,2017-12-10,2,23,29,40.165815797401734
6695,2017-12-11,2,23,18,38.22622476925592
6696,2017-12-12,2,23,26,39.425687080036994
6697,2017-12-13,2,23,40,40.793570053362096
6698,2017-12-14,2,23,36,39.018479865983124
6699,2017-12-15,2,23,35,38.46334701017961
6700,2017-12-16,2,23,37,40.44280680819792
6701,2017-12-17,2,23,38,40.11374973325178
6702,2017-12-18,2,23,19,38.3237750767436
6703,2017-12-19,2,23,22,39.433699321461624
6704,2017-12-20,2,23,39,40.694604615294594
6705,2017-12-21,2,23,32,39.05430508094714
6706,2017-12-22,2,23,35,38.544253530551636
6707,2017-12-23,2,23,35,40.37218650156699
6708,2017-12-24,2,23,51,40.06575889673477
6709,2017-12-25,2,23,22,38.41393090110095
6710,2017-12-26,2,23,31,39.44092466814534
6711,2017-12-27,2,23,32,40.60327236295028
6712,2017-12-28,2,23,35,39.08748961172914
6713,2017-12-29,2,23,37,38.618894420616414
6714,2017-12-30,2,23,35,40.30689075719144
6715,2017-12-31,2,23,40,40.02154892576686
6716,2017-10-01,2,24,120,94.46212059885929
6717,2017-10-02,2,24,71,55.548460710080576
6718,2017-10-03,2,24,92,92.70553347537987
6719,2017-10-04,2,24,86,90.98948503053724
6720,2017-10-05,2,24,98,76.37904638996187
6721,2017-10-06,2,24,93,71.8989803913922
6722,2017-10-07,2,24,106,93.96229656639335
6723,2017-10-08,2,24,112,90.09562038707102
6724,2017-10-09,2,24,75,62.27988289365942
6725,2017-10-10,2,24,87,88.83824861292712
6726,2017-10-11,2,24,94,93.54258260996005
6727,2017-10-12,2,24,105,75.05969426099128
6728,2017-10-13,2,24,108,71.47028638915775
6729,2017-10-14,2,24,109,95.14189284153217
6730,2017-10-15,2,24,117,87.91064128411648
6731,2017-10-16,2,24,88,65.05903557915485
6732,2017-10-17,2,24,82,86.66599132489665
6733,2017-10-18,2,24,83,94.81213496241375
6734,2017-10-19,2,24,89,74.44498109821785
6735,2017-10-20,2,24,89,71.69253335039016
6736,2017-10-21,2,24,105,95.37247450024861
6737,2017-10-22,2,24,110,86.97226706891395
6738,2017-10-23,2,24,69,66.42620884604351
6739,2017-10-24,2,24,97,85.56815962432826
6740,2017-10-25,2,24,97,95.34439336090522
6741,2017-10-26,2,24,93,74.17453813956354
6742,2017-10-27,2,24,102,71.99656843618823
6743,2017-10-28,2,24,121,95.24116117102253
6744,2017-10-29,2,24,109,86.58088985442643
6745,2017-10-30,2,24,70,67.17986071562804
6746,2017-10-31,2,24,59,85.00883119282085
6747,2017-11-01,2,24,82,95.48630880501815
6748,2017-11-02,2,24,97,74.11325781705938
6749,2017-11-03,2,24,102,72.27079327128723
6750,2017-11-04,2,24,127,94.99229805142403
6751,2017-11-05,2,24,125,86.41338066403064
6752,2017-11-06,2,24,83,67.66069005367748
6753,2017-11-07,2,24,89,84.70697206606216
6754,2017-11-08,2,24,81,95.43086793586406
6755,2017-11-09,2,24,95,74.17184171986693
6756,2017-11-10,2,24,102,72.50206384577977
6757,2017-11-11,2,24,124,94.71564615039583
6758,2017-11-12,2,24,123,86.33276956408608
6759,2017-11-13,2,24,76,68.02081341949463
6760,2017-11-14,2,24,102,84.52568452591835
6761,2017-11-15,2,24,112,95.27971997942927
6762,2017-11-16,2,24,116,74.29431849784518
6763,2017-11-17,2,24,107,72.69989587409746
6764,2017-11-18,2,24,108,94.44038638385743
6765,2017-11-19,2,24,117,86.28362167913822
6766,2017-11-20,2,24,81,68.32731353923182
6767,2017-11-21,2,24,119,84.40026430410758
6768,2017-11-22,2,24,98,95.0844854896754
6769,2017-11-23,2,24,100,74.44836880848753
6770,2017-11-24,2,24,112,72.87566465889844
6771,2017-11-25,2,24,108,94.17390933242757
6772,2017-11-26,2,24,116,86.24461401774381
6773,2017-11-27,2,24,83,68.6090799409311
6774,2017-11-28,2,24,95,84.30083354998374
6775,2017-11-29,2,24,99,94.8706096167065
6776,2017-11-30,2,24,98,74.61640766046499
6777,2017-12-01,2,24,79,73.03774592396812
6778,2017-12-02,2,24,63,93.91668639416552
6779,2017-12-03,2,24,77,86.20812275359823
6780,2017-12-04,2,24,64,68.87820996672895
6781,2017-12-05,2,24,67,84.21389549956835
6782,2017-12-06,2,24,76,94.65030136870504
6783,2017-12-07,2,24,61,74.78928768386629
6784,2017-12-08,2,24,82,73.19137906791097
6785,2017-12-09,2,24,88,93.66753193117187
6786,2017-12-10,2,24,94,86.17174690231653
6787,2017-12-11,2,24,64,69.13961196688133
6788,2017-12-12,2,24,83,84.13348261124258
6789,2017-12-13,2,24,80,94.42926344823174
6790,2017-12-14,2,24,83,74.96242935482134
6791,2017-12-15,2,24,72,73.33957451658841
6792,2017-12-16,2,24,90,93.42522879699068
6793,2017-12-17,2,24,82,86.13492861498028
6794,2017-12-18,2,24,47,69.39521252729148
6795,2017-12-19,2,24,69,84.05700864977713
6796,2017-12-20,2,24,72,94.21007972024367
6797,2017-12-21,2,24,84,75.13362621496883
6798,2017-12-22,2,24,76,73.48397376829236
6799,2017-12-23,2,24,84,93.18888747903394
6800,2017-12-24,2,24,77,86.0976770114998
6801,2017-12-25,2,24,51,69.64574945806007
6802,2017-12-26,2,24,60,83.98336908144393
6803,2017-12-27,2,24,59,93.99387384955915
6804,2017-12-28,2,24,62,75.3018647578775
6805,2017-12-29,2,24,74,73.62544256744934
6806,2017-12-30,2,24,74,92.9579260312205
6807,2017-12-31,2,24,77,86.06012469720788
6808,2017-10-01,2,25,151,125.2467658595227
6809,2017-10-02,2,25,105,80.19896621133472
6810,2017-10-03,2,25,98,130.56491543883365
6811,2017-10-04,2,25,89,113.67892104977454
6812,2017-10-05,2,25,115,119.41262531984205
6813,2017-10-06,2,25,135,108.81236000968714
6814,2017-10-07,2,25,115,125.03786383462469
6815,2017-10-08,2,25,146,124.31941425191715
6816,2017-10-09,2,25,88,93.58602865594807
6817,2017-10-10,2,25,104,128.7480709483968
6818,2017-10-11,2,25,92,118.20240429444199
6819,2017-10-12,2,25,104,114.15743854498534
6820,2017-10-13,2,25,137,107.65509745847835
6821,2017-10-14,2,25,133,125.34643581984147
6822,2017-10-15,2,25,131,122.19834181449957
6823,2017-10-16,2,25,72,98.53795374429401
6824,2017-10-17,2,25,105,125.34304779809736
6825,2017-10-18,2,25,110,120.9040287696778
6826,2017-10-19,2,25,143,112.09475921522693
6827,2017-10-20,2,25,110,108.16489695139371
6828,2017-10-21,2,25,127,125.67772211382268
6829,2017-10-22,2,25,132,120.6001005547487
6830,2017-10-23,2,25,95,101.24944599516782
6831,2017-10-24,2,25,109,122.93152119025065
6832,2017-10-25,2,25,126,122.5574433153302
6833,2017-10-26,2,25,132,111.03222493896706
6834,2017-10-27,2,25,115,108.71877639658989
6835,2017-10-28,2,25,122,125.7492376585548
6836,2017-10-29,2,25,126,119.57491332765993
6837,2017-10-30,2,25,84,102.97767215000091
6838,2017-10-31,2,25,109,121.36022113449721
6839,2017-11-01,2,25,100,123.51886490827134
6840,2017-11-02,2,25,140,110.45594958118353
6841,2017-11-03,2,25,125,109.16429806168205
6842,2017-11-04,2,25,124,125.656701330143
6843,2017-11-05,2,25,161,118.94071107603736
6844,2017-11-06,2,25,80,104.14876100310131
6845,2017-11-07,2,25,106,120.33696766217867
6846,2017-11-08,2,25,119,124.03599809643106
6847,2017-11-09,2,25,114,110.16838561854036
6848,2017-11-10,2,25,153,109.51657689265905
6849,2017-11-11,2,25,154,125.4748796121113
6850,2017-11-12,2,25,143,118.54969389647897
6851,2017-11-13,2,25,100,104.9799119690363
6852,2017-11-14,2,25,97,119.65897131598328
6853,2017-11-15,2,25,134,124.27328333775932
6854,2017-11-16,2,25,103,110.06103981595608
6855,2017-11-17,2,25,132,109.8012580896518
6856,2017-11-18,2,25,149,125.24718989841723
6857,2017-11-19,2,25,145,118.30636848751551
6858,2017-11-20,2,25,91,105.59939993452795
6859,2017-11-21,2,25,114,119.19776037492103
6860,2017-11-22,2,25,122,124.33616651029519
6861,2017-11-23,2,25,114,110.06659410941478
6862,2017-11-24,2,25,114,110.03824900214913
6863,2017-11-25,2,25,142,124.99805634347524
6864,2017-11-26,2,25,146,118.15206312514519
6865,2017-11-27,2,25,103,106.08567977953035
6866,2017-11-28,2,25,122,118.8730232901446
6867,2017-11-29,2,25,106,124.29142697493305
6868,2017-11-30,2,25,129,110.14211581926578
6869,2017-12-01,2,25,97,110.24171015094727
6870,2017-12-02,2,25,90,124.74107283249464
6871,2017-12-03,2,25,101,118.05120218994418
6872,2017-12-04,2,25,61,106.48708012843034
6873,2017-12-05,2,25,89,118.63464821567331
6874,2017-12-06,2,25,82,124.18116917800656
6875,2017-12-07,2,25,95,110.26012271548345
6876,2017-12-08,2,25,74,110.42149075151403
6877,2017-12-09,2,25,88,124.48368398141542
6878,2017-12-10,2,25,112,117.9823122317517
6879,2017-12-11,2,25,69,106.83342109532114
6880,2017-12-12,2,25,72,118.45137142336496
6881,2017-12-13,2,25,98,124.03187822708628
6882,2017-12-14,2,25,97,110.40305275620656
6883,2017-12-15,2,25,91,110.58436561873022
6884,2017-12-16,2,25,86,124.22986033303732
6885,2017-12-17,2,25,94,117.93246718005426
6886,2017-12-18,2,25,64,107.14312277629428
6887,2017-12-19,2,25,88,118.30368209645012
6888,2017-12-20,2,25,82,123.86017860089706
6889,2017-12-21,2,25,68,110.55972104053794
6890,2017-12-22,2,25,107,110.73495938956661
6891,2017-12-23,2,25,112,123.98162850728501
6892,2017-12-24,2,25,93,117.89390651106035
6893,2017-12-25,2,25,71,107.42758394449957
6894,2017-12-26,2,25,73,118.17939444353276
6895,2017-12-27,2,25,101,123.67647767064636
6896,2017-12-28,2,25,87,110.72303726517409
6897,2017-12-29,2,25,88,110.87641192785978
6898,2017-12-30,2,25,105,123.7399423273638
6899,2017-12-31,2,25,128,117.86198522111256
6900,2017-10-01,2,26,84,85.99045337102477
6901,2017-10-02,2,26,51,58.10500287536256
6902,2017-10-03,2,26,58,93.0919687244308
6903,2017-10-04,2,26,63,84.65739448788663
6904,2017-10-05,2,26,66,72.01552393234843
6905,2017-10-06,2,26,72,81.65923016929592
6906,2017-10-07,2,26,60,81.78396438436141
6907,2017-10-08,2,26,65,83.75745667930937
6908,2017-10-09,2,26,38,66.32733119207468
6909,2017-10-10,2,26,60,87.97291260567653
6910,2017-10-11,2,26,54,83.83602504786242
6911,2017-10-12,2,26,75,72.1164477510656
6912,2017-10-13,2,26,64,78.903346627842
6913,2017-10-14,2,26,80,85.43410169922501
6914,2017-10-15,2,26,68,80.84111656496486
6915,2017-10-16,2,26,63,69.59709123027108
6916,2017-10-17,2,26,58,85.93592222525035
6917,2017-10-18,2,26,52,84.2838666727085
6918,2017-10-19,2,26,74,72.51065974466646
6919,2017-10-20,2,26,70,77.88242107449416
6920,2017-10-21,2,26,70,86.66172964472847
6921,2017-10-22,2,26,69,79.43790456524984
6922,2017-10-23,2,26,59,71.10826426232693
6923,2017-10-24,2,26,64,84.90865473539483
6924,2017-10-25,2,26,71,84.5373781294335
6925,2017-10-26,2,26,67,72.7602262884288
6926,2017-10-27,2,26,76,77.52942048703703
6927,2017-10-28,2,26,71,87.0281419389524
6928,2017-10-29,2,26,82,78.85087302771271
6929,2017-10-30,2,26,49,71.88589603337999
6930,2017-10-31,2,26,75,84.3500818623345
6931,2017-11-01,2,26,77,84.6122578465202
6932,2017-11-02,2,26,62,72.95159323491671
6933,2017-11-03,2,26,60,77.42752416107369
6934,2017-11-04,2,26,71,87.0484555922853
6935,2017-11-05,2,26,88,78.6293353465482
6936,2017-11-06,2,26,46,72.33752395541504
6937,2017-11-07,2,26,54,84.01633739928099
6938,2017-11-08,2,26,74,84.58724164422921
6939,2017-11-09,2,26,82,73.1303037754223
6940,2017-11-10,2,26,72,77.41905666422718
6941,2017-11-11,2,26,77,86.93003144225511
6942,2017-11-12,2,26,80,78.56502884604144
6943,2017-11-13,2,26,54,72.64126954148432
6944,2017-11-14,2,26,66,83.79038117272201
6945,2017-11-15,2,26,81,84.51152697991405
6946,2017-11-16,2,26,65,73.30842523722741
6947,2017-11-17,2,26,84,77.44419206313538
6948,2017-11-18,2,26,88,86.75856039620456
6949,2017-11-19,2,26,73,78.56688397813093
6950,2017-11-20,2,26,53,72.87665319937193
6951,2017-11-21,2,26,79,83.61666824157287
6952,2017-11-22,2,26,86,84.41176614564499
6953,2017-11-23,2,26,76,73.48680903798177
6954,2017-11-24,2,26,66,77.48059790111246
6955,2017-11-25,2,26,94,86.56919679214421
6956,2017-11-26,2,26,101,78.59570103068819
6957,2017-11-27,2,26,61,73.07918164507295
6958,2017-11-28,2,26,64,83.4691568302374
6959,2017-11-29,2,26,75,84.30168967272868
6960,2017-11-30,2,26,83,73.66385279283949
6961,2017-12-01,2,26,52,77.52021203307368
6962,2017-12-02,2,26,51,86.37614656837577
6963,2017-12-03,2,26,64,78.63477421470544
6964,2017-12-04,2,26,51,73.26465688918451
6965,2017-12-05,2,26,44,83.33573556893035
6966,2017-12-06,2,26,48,84.18814406150481
6967,2017-12-07,2,26,58,73.83803813085227
6968,2017-12-08,2,26,57,77.5602757070652
6969,2017-12-09,2,26,69,86.18501868437355
6970,2017-12-10,2,26,72,78.6770618133917
6971,2017-12-11,2,26,36,73.44010341902745
6972,2017-12-12,2,26,56,83.21078965598203
6973,2017-12-13,2,26,40,84.07444979549976
6974,2017-12-14,2,26,40,74.00839476388381
6975,2017-12-15,2,26,46,77.59992689201863
6976,2017-12-16,2,26,46,85.99793705621897
6977,2017-12-17,2,26,68,78.71964165368772
6978,2017-12-18,2,26,46,73.60866054540008
6979,2017-12-19,2,26,50,83.0917037075049
6980,2017-12-20,2,26,41,83.96217064881937
6981,2017-12-21,2,26,66,74.17441353590418
6982,2017-12-22,2,26,57,77.63894272410388
6983,2017-12-23,2,26,63,85.81563362414623
6984,2017-12-24,2,26,56,78.76133329197833
6985,2017-12-25,2,26,39,73.77175856724043
6986,2017-12-26,2,26,43,82.97723553789264
6987,2017-12-27,2,26,48,83.85201380208674
6988,2017-12-28,2,26,46,74.33588127842977
6989,2017-12-29,2,26,72,77.67729472580979
6990,2017-12-30,2,26,56,85.63829490835664
6991,2017-12-31,2,26,66,78.80168589124919
6992,2017-10-01,2,27,37,23.455705449288526
6993,2017-10-02,2,27,30,18.38634502551124
6994,2017-10-03,2,27,23,23.656447860293916
6995,2017-10-04,2,27,26,21.19567029000239
6996,2017-10-05,2,27,37,21.78544783413394
6997,2017-10-06,2,27,27,19.83140108047877
6998,2017-10-07,2,27,41,26.195471053668058
6999,2017-10-08,2,27,38,21.172268246355976
7000,2017-10-09,2,27,30,20.024097191310666
7001,2017-10-10,2,27,23,23.505334541229487
7002,2017-10-11,2,27,27,23.76270047704279
7003,2017-10-12,2,27,24,20.282294043936627
7004,2017-10-13,2,27,31,21.019016488690454
7005,2017-10-14,2,27,36,24.9703908923884
7006,2017-10-15,2,27,38,21.65123455384506
7007,2017-10-16,2,27,35,19.94608668966159
7008,2017-10-17,2,27,21,23.423233267570446
7009,2017-10-18,2,27,33,23.924937978171425
7010,2017-10-19,2,27,28,20.09067819349984
7011,2017-10-20,2,27,29,21.32233470087116
7012,2017-10-21,2,27,40,24.635860991161778
7013,2017-10-22,2,27,42,21.83331992384696
7014,2017-10-23,2,27,28,19.930189218485534
7015,2017-10-24,2,27,28,23.42054461170361
7016,2017-10-25,2,27,26,23.856198021840047
7017,2017-10-26,2,27,36,20.14434248907126
7018,2017-10-27,2,27,30,21.39333640566623
7019,2017-10-28,2,27,47,24.49928560579862
7020,2017-10-29,2,27,37,21.883924186857744
7021,2017-10-30,2,27,28,19.985863056846437
7022,2017-10-31,2,27,28,23.391810181602793
7023,2017-11-01,2,27,23,23.78187992977491
7024,2017-11-02,2,27,28,20.223873795858484
7025,2017-11-03,2,27,40,21.425048513210236
7026,2017-11-04,2,27,42,24.404746741547065
7027,2017-11-05,2,27,32,21.90138709743545
7028,2017-11-06,2,27,20,20.0623931278991
7029,2017-11-07,2,27,30,23.349952812319763
7030,2017-11-08,2,27,35,23.716808994068884
7031,2017-11-09,2,27,30,20.29990131001865
7032,2017-11-10,2,27,33,21.452135241174993
7033,2017-11-11,2,27,36,24.31922333337601
7034,2017-11-12,2,27,51,21.912307313002287
7035,2017-11-13,2,27,18,20.141288608353122
7036,2017-11-14,2,27,27,23.305597773155807
7037,2017-11-15,2,27,35,23.656932140709003
7038,2017-11-16,2,27,33,20.371600604956654
7039,2017-11-17,2,27,44,21.478581672418297
7040,2017-11-18,2,27,37,24.237303634110752
7041,2017-11-19,2,27,35,21.92204063627785
7042,2017-11-20,2,27,27,20.21809779138844
7043,2017-11-21,2,27,35,23.262064675560108
7044,2017-11-22,2,27,23,23.60004458940194
7045,2017-11-23,2,27,31,20.440059734532344
7046,2017-11-24,2,27,24,21.504324243885108
7047,2017-11-25,2,27,34,24.15838842219818
7048,2017-11-26,2,27,41,21.93137748328658
7049,2017-11-27,2,27,26,20.29208594316332
7050,2017-11-28,2,27,33,23.220057444684578
7051,2017-11-29,2,27,15,23.54545880848364
7052,2017-11-30,2,27,38,20.505785810309067
7053,2017-12-01,2,27,31,21.529185998376608
7054,2017-12-02,2,27,27,24.082420377511383
7055,2017-12-03,2,27,29,21.940378731316457
7056,2017-12-04,2,27,16,20.363255912057483
7057,2017-12-05,2,27,27,23.17964425518791
7058,2017-12-06,2,27,16,23.492965797965276
7059,2017-12-07,2,27,25,20.568983097126413
7060,2017-12-08,2,27,25,21.553129061628425
7061,2017-12-09,2,27,23,24.00932907336471
7062,2017-12-10,2,27,22,21.949040780057977
7063,2017-12-11,2,27,23,20.43171291233204
7064,2017-12-12,2,27,23,23.140777819609546
7065,2017-12-13,2,27,18,23.44246701382727
7066,2017-12-14,2,27,26,20.62976770766204
7067,2017-12-15,2,27,21,21.57617103262148
7068,2017-12-16,2,27,26,23.939017817680273
7069,2017-12-17,2,27,36,21.957368636423233
7070,2017-12-18,2,27,22,20.497564093400655
7071,2017-12-19,2,27,22,23.10339836487036
7072,2017-12-20,2,27,22,23.393885157289702
7073,2017-12-21,2,27,30,20.688234411923695
7074,2017-12-22,2,27,29,21.598342836492087
7075,2017-12-23,2,27,33,23.871383608551934
7076,2017-12-24,2,27,25,21.965373025281394
7077,2017-12-25,2,27,23,20.560910117924468
7078,2017-12-26,2,27,18,23.067448197686847
7079,2017-12-27,2,27,18,23.347147717999704
7080,2017-12-28,2,27,25,20.744471734841618
7081,2017-12-29,2,27,22,21.6196769646869
7082,2017-12-30,2,27,31,23.806324980340626
7083,2017-12-31,2,27,30,21.9730660555316
7084,2017-10-01,2,28,152,156.31205511570812
7085,2017-10-02,2,28,84,108.06667792001149
7086,2017-10-03,2,28,118,137.9663156493803
7087,2017-10-04,2,28,129,150.50237237581288
7088,2017-10-05,2,28,111,128.53807816579865
7089,2017-10-06,2,28,140,148.80363385279549
7090,2017-10-07,2,28,119,150.08441567687967
7091,2017-10-08,2,28,142,149.93716887205116
7092,2017-10-09,2,28,110,120.46297204133451
7093,2017-10-10,2,28,103,147.25344347785025
7094,2017-10-11,2,28,107,152.55800043742212
7095,2017-10-12,2,28,126,129.34406558023602
7096,2017-10-13,2,28,144,140.62038685737448
7097,2017-10-14,2,28,127,150.31445065978704
7098,2017-10-15,2,28,154,146.92749812039236
7099,2017-10-16,2,28,107,124.56396742109442
7100,2017-10-17,2,28,118,148.27814614207682
7101,2017-10-18,2,28,124,152.25492628543614
7102,2017-10-19,2,28,139,130.6080260653435
7103,2017-10-20,2,28,117,137.86972143193503
7104,2017-10-21,2,28,132,151.5757621354117
7105,2017-10-22,2,28,168,145.1222016970073
7106,2017-10-23,2,28,93,126.54910909534344
7107,2017-10-24,2,28,123,147.90724893272971
7108,2017-10-25,2,28,104,151.8719745561026
7109,2017-10-26,2,28,120,131.52907174476633
7110,2017-10-27,2,28,124,136.75022990967966
7111,2017-10-28,2,28,139,152.37989766445443
7112,2017-10-29,2,28,147,144.00630007036742
7113,2017-10-30,2,28,94,127.79486759504256
7114,2017-10-31,2,28,119,147.39807416584068
7115,2017-11-01,2,28,120,151.59717935489087
7116,2017-11-02,2,28,140,132.13757614748468
7117,2017-11-03,2,28,149,136.2760191539602
7118,2017-11-04,2,28,151,152.73636802065695
7119,2017-11-05,2,28,147,143.32448287688683
7120,2017-11-06,2,28,101,128.67740149097637
7121,2017-11-07,2,28,127,146.96252253623143
7122,2017-11-08,2,28,129,151.38019201914494
7123,2017-11-09,2,28,136,132.55681812316502
7124,2017-11-10,2,28,138,136.10806185305455
7125,2017-11-11,2,28,153,152.80524906442014
7126,2017-11-12,2,28,173,142.91305635409103
7127,2017-11-13,2,28,97,129.34395997282783
7128,2017-11-14,2,28,140,146.6168156687736
7129,2017-11-15,2,28,111,151.1797102274209
7130,2017-11-16,2,28,119,132.87478547602865
7131,2017-11-17,2,28,132,136.09613675258305
7132,2017-11-18,2,28,147,152.70718152915535
7133,2017-11-19,2,28,150,142.66660052869858
7134,2017-11-20,2,28,117,129.87323873932797
7135,2017-11-21,2,28,139,146.34333113465607
7136,2017-11-22,2,28,113,150.97757897438848
7137,2017-11-23,2,28,119,133.14143460734672
7138,2017-11-24,2,28,147,136.1641016637456
7139,2017-11-25,2,28,173,152.5170289512312
7140,2017-11-26,2,28,169,142.51908688627523
7141,2017-11-27,2,28,98,130.31354560288253
7142,2017-11-28,2,28,128,146.12241461327957
7143,2017-11-29,2,28,121,150.7686995589892
7144,2017-11-30,2,28,129,133.38254634194354
7145,2017-12-01,2,28,98,136.27160240715105
7146,2017-12-02,2,28,113,152.27873870788937
7147,2017-12-03,2,28,105,142.43008324824245
7148,2017-12-04,2,28,74,130.69557206219133
7149,2017-12-05,2,28,88,145.93833523088986
7150,2017-12-06,2,28,73,150.5536113912786
7151,2017-12-07,2,28,116,133.61055159937482
7152,2017-12-08,2,28,107,136.3972010540598
7153,2017-12-09,2,28,101,152.01745906259774
7154,2017-12-10,2,28,123,142.3752479417029
7155,2017-12-11,2,28,66,131.0387959386515
7156,2017-12-12,2,28,97,145.77968990834853
7157,2017-12-13,2,28,71,150.33470541058088
7158,2017-12-14,2,28,86,133.83100496024792
7159,2017-12-15,2,28,118,136.529695173672
7160,2017-12-16,2,28,99,151.7473047306758
7161,2017-12-17,2,28,95,142.3401308221629
7162,2017-12-18,2,28,65,131.35546087586908
7163,2017-12-19,2,28,72,145.6386083030915
7164,2017-12-20,2,28,89,150.11456098240438
7165,2017-12-21,2,28,102,134.04611378838814
7166,2017-12-22,2,28,112,136.66339747085792
7167,2017-12-23,2,28,107,151.47603479502655
7168,2017-12-24,2,28,100,142.31626316175326
7169,2017-12-25,2,28,75,131.65318978628946
7170,2017-12-26,2,28,91,145.5098235494457
